index_i,index_j,gpt-4o,claude-3-5-sonnet-20240620,ERNIE-3.5-8K-0701,qwen-plus,Spark4.0-Ultra,majority_vote,confidence
10,179,0,0,0,0,0,0,1.0
10,180,0,0,0,0,0,0,1.0
10,181,0,0,0,0,0,0,1.0
10,182,0,-1,-2,0,0,0,0.6
10,183,0,0,0,0,0,0,1.0
10,184,0,0,0,0,-2,0,0.8
10,185,0,0,0,0,0,0,1.0
10,186,0,-2,0,0,0,0,0.8
10,187,0,0,0,0,0,0,1.0
10,188,0,0,0,0,0,0,1.0
10,189,-2,-2,-2,-2,-2,-2,1.0
10,190,0,0,0,0,0,0,1.0
10,191,0,-2,-2,-2,-2,-2,0.8
10,192,0,0,0,0,0,0,1.0
10,193,0,-2,-2,-2,-2,-2,0.8
10,194,0,0,0,0,0,0,1.0
10,195,0,-1,-2,-2,-2,-2,0.6
10,196,0,-2,-2,-2,0,-2,0.6
10,197,-2,-2,-2,-2,-1,-2,0.8
10,198,-2,-2,-2,-2,-1,-2,0.8
10,199,0,0,0,0,0,0,1.0
10,200,0,0,0,0,0,0,1.0
10,201,-1,-1,-1,-1,-1,-1,1.0
10,202,0,0,-2,0,0,0,0.8
10,203,-2,-2,-2,-2,-2,-2,1.0
10,204,0,0,0,0,0,0,1.0
10,205,0,0,0,0,0,0,1.0
10,206,0,0,0,0,0,0,1.0
10,207,0,0,0,0,0,0,1.0
10,208,-2,-2,-2,-2,-2,-2,1.0
10,209,0,-2,-2,0,0,0,0.6
10,210,-2,-2,-2,-2,-2,-2,1.0
10,211,-2,-2,-2,-2,-2,-2,1.0
10,212,0,-2,-2,-2,0,-2,0.6
10,213,0,0,0,0,0,0,1.0
10,214,0,-2,-2,-2,-2,-2,0.8
10,215,0,0,0,0,0,0,1.0
10,216,-2,-2,-2,-2,-1,-2,0.8
10,217,0,-2,0,0,0,0,0.8
10,218,0,0,0,0,0,0,1.0
10,219,0,-2,-2,-2,-2,-2,0.8
10,220,-2,-2,-2,-2,0,-2,0.8
10,221,-2,-2,-2,-2,-2,-2,1.0
10,222,0,0,0,0,0,0,1.0
10,223,-2,-2,-2,-2,-2,-2,1.0
10,224,0,0,0,0,0,0,1.0
10,225,0,0,0,0,0,0,1.0
10,226,-2,-2,-2,-2,-1,-2,0.8
10,227,1,-2,1,1,1,1,0.8
10,228,0,0,0,0,0,0,1.0
10,229,0,0,-2,0,0,0,0.8
10,230,0,0,0,0,0,0,1.0
10,231,1,-2,1,1,-1,1,0.6
10,232,-1,-2,1,-1,-1,-1,0.6
10,233,1,-2,-2,-2,-2,-2,0.8
10,234,0,0,0,0,0,0,1.0
10,235,-2,-1,-1,-2,-1,-1,0.6
10,236,0,0,0,0,0,0,1.0
10,237,1,-2,-2,-2,1,-2,0.6
10,238,0,-2,-2,0,-2,-2,0.6
10,239,0,0,0,0,0,0,1.0
10,240,-2,-2,-2,-2,0,-2,0.8
10,241,1,-2,-2,-2,-2,-2,0.8
10,242,0,0,0,0,0,0,1.0
10,243,-2,-2,-2,-2,-1,-2,0.8
10,244,0,-2,-2,0,-2,-2,0.6
10,245,-2,-2,-2,-2,-2,-2,1.0
10,246,0,0,0,0,-2,0,0.8
10,247,0,0,0,0,-2,0,0.8
10,248,0,-2,-2,-2,-2,-2,0.8
10,249,0,0,0,0,0,0,1.0
10,250,0,-2,-2,-2,0,-2,0.6
10,251,0,0,-2,0,0,0,0.8
10,252,-2,-1,-1,-2,-1,-1,0.6
10,253,0,0,0,0,0,0,1.0
10,254,0,0,0,0,0,0,1.0
10,255,0,0,-2,0,0,0,0.8
10,256,0,0,0,0,0,0,1.0
10,257,-2,-2,-1,-2,-1,-2,0.6
10,258,0,-2,-2,-2,-2,-2,0.8
10,259,-2,-2,-2,-2,-1,-2,0.8
10,260,0,0,0,0,0,0,1.0
10,261,0,0,0,0,0,0,1.0
10,262,0,0,0,0,0,0,1.0
10,263,0,0,0,0,0,0,1.0
10,264,0,0,-2,-2,0,0,0.6
10,265,0,0,-2,0,0,0,0.8
10,266,0,0,0,0,0,0,1.0
10,267,-2,-2,-2,-2,-1,-2,0.8
10,268,0,0,0,0,0,0,1.0
10,269,0,0,0,0,0,0,1.0
10,270,0,0,0,0,0,0,1.0
10,271,0,-2,-2,0,0,0,0.6
10,272,0,0,-2,0,-2,0,0.6
10,273,0,0,0,0,0,0,1.0
10,274,0,0,0,0,0,0,1.0
10,275,0,0,0,0,0,0,1.0
10,276,0,-2,-2,0,-2,-2,0.6
10,277,0,-2,-2,-2,-2,-2,0.8
10,278,0,-2,-2,0,-2,-2,0.6
10,279,-2,-2,-2,-2,-2,-2,1.0
10,280,0,0,0,0,0,0,1.0
10,281,0,0,0,0,0,0,1.0
10,282,0,0,0,0,0,0,1.0
10,283,-2,-2,-1,-2,-2,-2,0.8
10,284,-1,-1,-1,-2,-1,-1,0.8
10,285,0,0,0,0,0,0,1.0
10,286,-2,-2,-2,-2,1,-2,0.8
10,287,-2,-2,-1,-2,-2,-2,0.8
10,288,0,-2,-2,0,0,0,0.6
10,289,-2,-2,-1,-2,-2,-2,0.8
10,290,0,0,0,0,0,0,1.0
10,291,1,-2,1,2,1,1,0.6
10,292,-2,-2,-2,-2,-2,-2,1.0
10,293,0,0,0,0,-2,0,0.8
10,294,-1,0,0,0,0,0,0.8
10,295,-1,-1,-1,-2,-1,-1,0.8
10,296,0,0,0,0,0,0,1.0
10,297,-2,-2,-2,0,-2,-2,0.8
10,298,-2,-2,-1,2,-1,-1,0.6
10,299,0,-2,0,-2,0,0,0.6
10,300,0,0,0,0,0,0,1.0
10,301,-2,-2,-2,-2,0,-2,0.8
10,302,0,0,0,0,0,0,1.0
11,12,0,0,0,0,0,0,1.0
11,13,0,0,0,0,0,0,1.0
11,14,0,0,0,0,0,0,1.0
11,15,0,0,-2,0,0,0,0.8
11,16,-2,-2,-2,-2,-1,-2,0.8
11,17,0,0,-2,0,0,0,0.8
11,18,0,0,0,0,0,0,1.0
11,19,0,0,0,0,0,0,1.0
11,20,0,0,0,0,0,0,1.0
11,21,0,-2,-2,-2,-2,-2,0.8
11,22,0,0,0,0,0,0,1.0
11,23,0,0,0,0,0,0,1.0
11,24,0,0,0,0,0,0,1.0
11,25,0,-2,-2,-2,-2,-2,0.8
11,26,0,0,0,0,0,0,1.0
11,27,0,-2,-2,0,0,0,0.6
11,28,0,0,-2,0,0,0,0.8
11,29,0,0,0,0,0,0,1.0
11,30,0,0,0,0,0,0,1.0
11,31,0,0,0,0,0,0,1.0
11,32,0,0,0,0,0,0,1.0
11,33,0,0,0,0,0,0,1.0
11,34,0,0,0,0,0,0,1.0
11,35,0,0,0,0,0,0,1.0
11,36,0,0,0,0,0,0,1.0
11,37,0,0,0,0,0,0,1.0
11,38,0,0,0,0,0,0,1.0
11,39,-2,-1,-1,-2,-1,-1,0.6
11,40,0,0,0,0,0,0,1.0
11,41,0,-2,-2,0,0,0,0.6
11,42,0,0,0,0,0,0,1.0
11,43,0,0,-2,0,0,0,0.8
11,44,0,0,0,0,0,0,1.0
11,45,0,-2,-2,-2,-2,-2,0.8
11,46,0,0,-2,0,0,0,0.8
11,47,0,0,0,0,0,0,1.0
11,48,0,-2,-2,0,0,0,0.6
11,49,0,0,0,0,0,0,1.0
11,50,0,0,0,0,0,0,1.0
11,51,-2,-2,-1,-2,-1,-2,0.6
11,52,-2,-2,-2,-2,0,-2,0.8
11,53,0,0,-2,0,0,0,0.8
11,54,0,0,0,0,0,0,1.0
11,55,0,0,-2,0,0,0,0.8
11,56,0,0,0,0,0,0,1.0
11,57,0,0,-2,0,-2,0,0.6
11,58,0,0,0,0,-2,0,0.8
11,59,0,-1,-2,0,-1,0,0.4
11,60,0,-2,-2,-2,-2,-2,0.8
11,61,0,0,-2,0,-2,0,0.6
11,62,-2,-2,-2,-2,-2,-2,1.0
11,63,0,0,0,0,0,0,1.0
11,64,0,0,-2,0,0,0,0.8
11,65,0,0,-2,0,0,0,0.8
11,66,0,0,0,0,0,0,1.0
11,67,0,0,0,0,0,0,1.0
11,68,0,-2,-2,0,0,0,0.6
11,69,0,0,0,0,0,0,1.0
11,70,0,0,-2,0,0,0,0.8
11,71,0,0,0,0,0,0,1.0
11,72,0,0,0,0,0,0,1.0
11,73,0,0,-2,0,-2,0,0.6
11,74,0,0,0,0,0,0,1.0
11,75,0,0,-2,0,0,0,0.8
11,76,-2,-2,-2,-2,-2,-2,1.0
11,77,0,0,0,0,0,0,1.0
11,78,0,0,0,0,0,0,1.0
11,79,0,0,0,0,0,0,1.0
11,80,0,0,-2,0,0,0,0.8
11,81,0,0,0,0,0,0,1.0
11,82,-2,-2,-2,-2,0,-2,0.8
11,83,0,-2,-2,-2,0,-2,0.6
11,84,-1,-1,-1,-2,-1,-1,0.8
11,85,0,-2,-2,-2,-2,-2,0.8
11,86,0,0,0,0,0,0,1.0
11,87,0,0,-2,0,0,0,0.8
11,88,0,0,-2,0,-2,0,0.6
11,89,-2,-2,-2,-2,0,-2,0.8
11,90,0,0,-2,0,0,0,0.8
11,91,-2,-2,-2,-2,-2,-2,1.0
11,92,0,0,0,0,0,0,1.0
11,93,0,-2,-2,-2,0,-2,0.6
11,94,0,0,0,0,0,0,1.0
11,95,0,0,0,0,0,0,1.0
11,96,0,-2,-2,-2,-2,-2,0.8
11,97,0,0,-2,0,0,0,0.8
11,98,0,0,-2,0,0,0,0.8
11,99,0,-2,-2,0,-2,-2,0.6
11,100,0,0,-2,0,0,0,0.8
11,101,-2,-2,-1,-2,-1,-2,0.6
11,102,0,-2,-2,0,-1,0,0.4
11,103,0,0,0,0,0,0,1.0
11,104,0,0,-2,0,0,0,0.8
11,105,0,0,0,0,0,0,1.0
11,106,0,0,0,0,0,0,1.0
11,107,0,-2,-2,0,-2,-2,0.6
11,108,0,0,0,0,0,0,1.0
11,109,0,0,0,0,0,0,1.0
11,110,0,0,0,0,0,0,1.0
11,111,0,0,0,0,0,0,1.0
11,112,-2,-2,-2,-2,-2,-2,1.0
11,113,0,0,0,0,0,0,1.0
11,114,0,0,-2,0,-2,0,0.6
11,115,0,0,0,0,0,0,1.0
11,116,0,0,-2,0,0,0,0.8
11,117,0,-2,1,-2,-2,-2,0.6
11,118,0,0,-2,0,-2,0,0.6
11,119,-2,-2,-2,-2,-2,-2,1.0
11,120,0,0,0,0,0,0,1.0
11,121,-2,-2,-2,-2,-1,-2,0.8
11,122,0,0,0,0,-2,0,0.8
11,123,-2,-2,-2,-2,-2,-2,1.0
11,124,0,-2,-2,-2,-2,-2,0.8
11,125,0,0,0,0,0,0,1.0
11,126,0,0,0,0,0,0,1.0
11,127,0,0,0,0,0,0,1.0
11,128,-1,-1,-2,-2,-1,-1,0.6
11,129,0,0,0,0,0,0,1.0
11,130,-1,-1,-2,-2,-1,-1,0.6
11,131,0,0,0,0,0,0,1.0
11,132,0,-2,1,-2,1,1,0.6
11,133,0,-1,-2,0,0,0,0.6
11,134,0,0,0,0,0,0,1.0
11,135,0,0,0,0,0,0,1.0
11,136,-1,-1,-1,-1,-1,-1,1.0
11,137,0,-2,-2,-2,-2,-2,0.8
11,138,0,0,0,0,0,0,1.0
11,139,0,0,0,0,0,0,1.0
11,140,0,0,-2,0,0,0,0.8
11,141,0,0,-2,0,0,0,0.8
11,142,0,-2,-2,0,0,0,0.6
11,143,0,0,-2,0,0,0,0.8
11,144,-2,-2,-2,-2,-2,-2,1.0
11,145,0,0,0,0,0,0,1.0
11,146,0,0,-2,0,0,0,0.8
11,147,0,-2,-2,0,-2,-2,0.6
11,148,0,-2,-2,-2,-2,-2,0.8
11,149,0,0,-2,0,-2,0,0.6
11,150,0,0,-2,0,0,0,0.8
11,151,0,0,-2,0,0,0,0.8
11,152,0,0,0,0,0,0,1.0
11,153,0,0,-2,0,0,0,0.8
11,154,-1,-1,-1,-2,-1,-1,0.8
11,155,0,0,-2,0,-2,0,0.6
11,156,0,-2,-2,-2,-2,-2,0.8
11,157,0,0,0,0,0,0,1.0
11,158,0,0,0,0,0,0,1.0
11,159,0,0,-2,0,-2,0,0.6
11,160,0,0,0,0,0,0,1.0
11,161,0,0,-2,0,0,0,0.8
11,162,0,0,-2,0,0,0,0.8
11,163,0,0,0,0,0,0,1.0
11,164,0,0,0,0,0,0,1.0
11,165,0,0,0,0,0,0,1.0
11,166,-2,-2,-2,-2,-2,-2,1.0
11,167,0,0,-2,0,0,0,0.8
11,168,0,-2,-2,-2,0,-2,0.6
11,169,0,0,-2,0,0,0,0.8
11,170,0,0,-2,-2,-2,-2,0.6
11,171,0,-2,-2,0,0,0,0.6
11,172,0,0,-2,0,0,0,0.8
11,173,0,0,0,0,0,0,1.0
11,174,0,0,0,0,0,0,1.0
11,175,-2,0,-2,0,-2,-2,0.6
11,176,0,0,0,0,0,0,1.0
11,177,0,0,-2,0,0,0,0.8
11,178,-2,-2,-2,-2,-2,-2,1.0
11,179,0,-2,-2,0,0,0,0.6
11,180,0,0,0,0,0,0,1.0
11,181,0,0,0,0,0,0,1.0
11,182,-2,-1,-2,0,-2,-2,0.6
11,183,0,0,0,0,0,0,1.0
11,184,0,0,0,0,-2,0,0.8
11,185,0,0,0,0,0,0,1.0
11,186,0,0,-2,0,0,0,0.8
11,187,0,0,-2,0,0,0,0.8
11,188,0,0,-2,0,0,0,0.8
11,189,0,0,0,0,0,0,1.0
11,190,0,0,0,0,0,0,1.0
11,191,0,-2,-2,-2,-2,-2,0.8
11,192,0,0,0,0,0,0,1.0
11,193,-2,-2,1,-2,-2,-2,0.8
11,194,0,0,0,0,0,0,1.0
11,195,-1,-1,-2,-2,-1,-1,0.6
11,196,0,0,0,0,0,0,1.0
11,197,-2,-2,-2,0,-2,-2,0.8
11,198,-2,-2,-2,-2,-2,-2,1.0
11,199,0,0,-2,0,0,0,0.8
11,200,0,0,0,0,0,0,1.0
11,201,-1,-2,1,-2,-1,-1,0.6
11,202,0,0,0,0,0,0,1.0
11,203,0,0,0,0,-2,0,0.8
11,204,0,0,0,0,-2,0,0.8
11,205,0,0,0,0,0,0,1.0
11,206,0,-2,-2,-2,0,-2,0.6
11,207,0,0,0,0,0,0,1.0
11,208,0,-2,-2,-2,-2,-2,0.8
11,209,0,-2,-2,-2,-2,-2,0.8
11,210,0,-2,0,0,0,0,0.8
11,211,0,-2,-2,0,0,0,0.6
11,212,0,-2,-2,-2,-2,-2,0.8
11,213,-1,-2,-2,-2,-1,-2,0.6
11,214,-2,-2,-2,-2,0,-2,0.8
11,215,0,0,-2,0,0,0,0.8
11,216,0,0,-2,-2,-2,-2,0.6
11,217,0,-2,-2,-2,0,-2,0.6
11,218,0,0,0,0,0,0,1.0
11,219,0,0,0,0,0,0,1.0
11,220,0,0,0,0,-2,0,0.8
11,221,-2,-2,-2,-2,-2,-2,1.0
11,222,0,0,0,0,0,0,1.0
11,223,-2,-2,-2,-2,-2,-2,1.0
11,224,0,-2,0,0,0,0,0.8
11,225,0,0,-2,0,0,0,0.8
11,226,0,0,0,0,-2,0,0.8
11,227,1,-2,-2,-2,0,-2,0.6
11,228,0,0,-2,0,0,0,0.8
11,229,0,0,-2,0,0,0,0.8
11,230,0,0,0,0,0,0,1.0
11,231,1,-2,1,-2,1,1,0.6
11,232,1,-2,1,-2,1,1,0.6
11,233,0,-2,-2,-2,-2,-2,0.8
11,234,0,0,0,0,0,0,1.0
11,235,0,0,0,0,-2,0,0.8
11,236,0,0,0,0,0,0,1.0
11,237,0,-2,-2,-2,-2,-2,0.8
11,238,0,0,-2,-2,-2,-2,0.6
11,239,0,0,0,0,-2,0,0.8
11,240,0,-2,0,0,-2,0,0.6
11,241,1,-2,1,-2,-1,1,0.6
11,242,0,0,0,0,0,0,1.0
11,243,0,0,0,0,-2,0,0.8
11,244,-2,-1,-1,-2,-1,-1,0.6
11,245,0,0,-2,0,0,0,0.8
11,246,0,0,-2,0,0,0,0.8
11,247,0,0,0,0,-2,0,0.8
11,248,0,0,0,0,0,0,1.0
11,249,0,0,-2,0,0,0,0.8
11,250,0,0,0,0,0,0,1.0
11,251,0,-2,-2,0,-2,-2,0.6
11,252,-2,-2,-2,-2,-2,-2,1.0
11,253,0,0,-2,0,-2,0,0.6
11,254,0,0,0,0,0,0,1.0
11,255,0,0,-2,0,0,0,0.8
11,256,0,-2,-2,0,0,0,0.6
11,257,-2,-2,-2,-2,0,-2,0.8
11,258,0,0,0,0,0,0,1.0
11,259,-2,-2,-2,-2,-2,-2,1.0
11,260,0,0,0,0,0,0,1.0
11,261,0,0,0,0,0,0,1.0
11,262,0,-2,-2,-2,-2,-2,0.8
11,263,0,0,-2,0,0,0,0.8
11,264,-2,-2,-2,-2,0,-2,0.8
11,265,0,0,0,0,0,0,1.0
11,266,0,0,0,0,0,0,1.0
11,267,0,0,0,0,0,0,1.0
11,268,0,0,-2,0,0,0,0.8
11,269,0,0,0,0,0,0,1.0
11,270,0,0,0,0,0,0,1.0
11,271,0,-2,-2,-2,-2,-2,0.8
11,272,0,0,-2,0,0,0,0.8
11,273,0,0,0,0,0,0,1.0
11,274,0,0,0,0,0,0,1.0
11,275,0,0,0,0,0,0,1.0
11,276,0,0,-2,0,0,0,0.8
11,277,0,-2,-2,0,-2,-2,0.6
11,278,0,0,-2,0,0,0,0.8
11,279,0,-2,-2,0,0,0,0.6
11,280,0,0,0,0,0,0,1.0
11,281,0,0,-2,0,-2,0,0.6
11,282,0,0,0,0,0,0,1.0
11,283,-2,-2,-2,-2,-2,-2,1.0
11,284,-1,-2,-1,-2,-1,-1,0.6
11,285,0,-2,-2,-2,0,-2,0.6
11,286,1,-2,1,-2,1,1,0.6
11,287,0,-2,-2,-2,-2,-2,0.8
11,288,0,-2,-2,-2,-2,-2,0.8
11,289,0,-2,-2,-2,-2,-2,0.8
11,290,0,0,0,0,0,0,1.0
11,291,1,-2,1,-2,1,1,0.6
11,292,-2,-2,-1,-2,-2,-2,0.8
11,293,0,0,0,0,0,0,1.0
11,294,-1,-1,0,0,0,0,0.6
11,295,0,-2,-2,-2,-2,-2,0.8
11,296,0,-2,-2,0,0,0,0.6
11,297,0,0,0,0,-2,0,0.8
11,298,-2,-2,-2,-2,0,-2,0.8
11,299,-1,-2,-1,-2,-1,-1,0.6
11,300,0,-2,-2,0,-2,-2,0.6
11,301,1,-2,1,-2,1,1,0.6
11,302,0,0,0,0,0,0,1.0
12,13,0,0,0,0,0,0,1.0
12,14,0,0,0,0,0,0,1.0
12,15,0,0,0,0,0,0,1.0
12,16,0,0,0,0,0,0,1.0
12,17,0,-2,-2,-2,-1,-2,0.6
12,18,-2,-1,-1,-1,-1,-1,0.8
12,19,0,0,0,0,0,0,1.0
12,20,-2,0,-2,-2,-2,-2,0.8
12,21,0,0,0,0,0,0,1.0
12,22,0,0,0,0,0,0,1.0
12,23,0,0,0,0,0,0,1.0
12,24,0,0,0,0,0,0,1.0
12,25,0,0,0,0,0,0,1.0
12,26,0,0,0,0,0,0,1.0
12,27,0,0,0,0,0,0,1.0
12,28,0,0,0,0,0,0,1.0
12,29,0,0,0,0,0,0,1.0
12,30,0,0,0,0,0,0,1.0
12,31,0,0,0,0,0,0,1.0
12,32,-2,-2,-2,-2,-2,-2,1.0
12,33,0,0,0,0,0,0,1.0
12,34,0,0,0,0,0,0,1.0
12,35,0,0,0,0,0,0,1.0
12,36,0,0,0,0,0,0,1.0
12,37,0,0,0,0,0,0,1.0
12,38,0,0,0,0,0,0,1.0
12,39,0,0,0,0,0,0,1.0
12,40,0,0,0,0,0,0,1.0
12,41,0,0,0,0,0,0,1.0
12,42,0,0,0,0,0,0,1.0
12,43,0,0,0,0,0,0,1.0
12,44,-2,-2,-2,-2,-1,-2,0.8
12,45,0,0,0,0,0,0,1.0
12,46,0,0,0,0,0,0,1.0
12,47,0,0,0,0,0,0,1.0
12,48,0,0,0,0,0,0,1.0
12,49,0,0,0,0,0,0,1.0
12,50,0,0,0,0,0,0,1.0
12,51,0,0,0,0,0,0,1.0
12,52,0,0,0,0,0,0,1.0
12,53,0,0,0,0,0,0,1.0
12,54,0,0,0,0,0,0,1.0
12,55,0,0,0,0,0,0,1.0
12,56,0,0,0,0,0,0,1.0
12,57,0,0,0,0,0,0,1.0
12,58,0,0,-2,0,0,0,0.8
12,59,0,0,0,0,0,0,1.0
12,60,0,0,0,0,0,0,1.0
12,61,0,0,0,0,0,0,1.0
12,62,-2,-2,-2,-2,-2,-2,1.0
12,63,0,0,0,0,0,0,1.0
12,64,0,0,0,0,0,0,1.0
12,65,-2,-2,-2,-2,-2,-2,1.0
12,66,0,-2,-2,-2,-1,-2,0.6
12,67,0,-2,-2,-2,-2,-2,0.8
12,68,0,0,0,0,0,0,1.0
12,69,0,0,0,0,0,0,1.0
12,70,0,0,0,0,0,0,1.0
12,71,0,0,0,0,0,0,1.0
12,72,-2,-2,-2,-2,-2,-2,1.0
12,73,0,0,0,0,0,0,1.0
12,74,0,0,0,0,0,0,1.0
12,75,-1,-1,-1,-2,-1,-1,0.8
12,76,0,0,0,0,0,0,1.0
12,77,0,0,0,0,0,0,1.0
12,78,0,0,0,0,0,0,1.0
12,79,0,0,-2,-2,-2,-2,0.6
12,80,0,0,0,0,0,0,1.0
12,81,0,0,0,0,0,0,1.0
12,82,0,0,0,0,0,0,1.0
12,83,0,0,0,0,0,0,1.0
12,84,0,0,0,0,0,0,1.0
12,85,0,0,0,0,-2,0,0.8
12,86,0,0,0,0,0,0,1.0
12,87,0,0,0,0,0,0,1.0
12,88,-2,-2,-2,-2,-2,-2,1.0
12,89,0,0,0,0,0,0,1.0
12,90,0,0,0,0,0,0,1.0
12,91,0,0,0,0,0,0,1.0
12,92,0,0,0,-2,-2,0,0.6
12,93,0,0,0,0,0,0,1.0
12,94,0,0,0,0,0,0,1.0
12,95,0,0,0,0,0,0,1.0
12,96,0,0,0,0,0,0,1.0
12,97,-1,-1,-1,-2,-1,-1,0.8
12,98,-2,-1,-1,-2,-1,-1,0.6
12,99,0,0,0,0,0,0,1.0
12,100,0,0,-2,-2,0,0,0.6
12,101,0,0,0,0,0,0,1.0
12,102,0,0,0,0,0,0,1.0
12,103,0,0,0,0,0,0,1.0
12,104,0,0,0,0,0,0,1.0
12,105,0,0,0,0,-2,0,0.8
12,106,0,0,0,0,0,0,1.0
12,107,0,-2,-2,-2,-2,-2,0.8
12,108,0,0,0,0,0,0,1.0
12,109,0,0,0,0,0,0,1.0
12,110,0,0,0,0,0,0,1.0
12,111,0,0,0,0,0,0,1.0
12,112,0,0,0,0,0,0,1.0
12,113,0,0,0,0,0,0,1.0
12,114,0,0,0,0,-2,0,0.8
12,115,0,0,0,0,0,0,1.0
12,116,0,0,-2,0,0,0,0.8
12,117,0,0,0,0,0,0,1.0
12,118,0,0,0,0,0,0,1.0
12,119,0,0,0,0,0,0,1.0
12,120,0,0,0,0,-2,0,0.8
12,121,0,0,0,0,0,0,1.0
12,122,0,0,0,0,0,0,1.0
12,123,0,0,0,0,0,0,1.0
12,124,0,0,0,0,0,0,1.0
12,125,-2,-2,-2,-2,-2,-2,1.0
12,126,0,0,0,0,0,0,1.0
12,127,0,0,0,0,0,0,1.0
12,128,0,0,0,0,0,0,1.0
12,129,0,0,0,0,0,0,1.0
12,130,0,0,0,0,0,0,1.0
12,131,0,0,-2,0,0,0,0.8
12,132,0,0,0,0,0,0,1.0
12,133,0,0,0,0,0,0,1.0
12,134,0,0,0,0,-2,0,0.8
12,135,0,0,0,0,0,0,1.0
12,136,0,0,0,0,0,0,1.0
12,137,0,0,-2,0,0,0,0.8
12,138,0,0,0,0,0,0,1.0
12,139,0,0,0,0,0,0,1.0
12,140,0,0,0,0,0,0,1.0
12,141,0,0,0,0,0,0,1.0
12,142,0,0,0,0,0,0,1.0
12,143,0,0,-2,0,-2,0,0.6
12,144,0,0,0,0,0,0,1.0
12,145,0,0,0,0,0,0,1.0
12,146,-2,-2,-2,-2,-1,-2,0.8
12,147,0,0,0,0,0,0,1.0
12,148,0,0,0,0,0,0,1.0
12,149,-2,-2,-2,-2,-2,-2,1.0
12,150,0,0,0,0,0,0,1.0
12,151,0,0,0,0,0,0,1.0
12,152,0,0,0,0,0,0,1.0
12,153,0,0,0,0,0,0,1.0
12,154,0,0,0,0,0,0,1.0
12,155,0,0,0,0,0,0,1.0
12,156,0,0,0,0,0,0,1.0
12,157,0,0,0,0,0,0,1.0
12,158,0,0,0,0,0,0,1.0
12,159,-2,-2,-2,-2,-2,-2,1.0
12,160,0,0,0,0,0,0,1.0
12,161,0,0,0,0,0,0,1.0
12,162,0,0,0,0,0,0,1.0
12,163,0,0,0,0,0,0,1.0
12,164,0,0,0,0,0,0,1.0
12,165,0,0,0,0,0,0,1.0
12,166,0,0,0,-2,0,0,0.8
12,167,0,0,0,0,0,0,1.0
12,168,0,0,0,0,0,0,1.0
12,169,0,0,0,0,0,0,1.0
12,170,0,0,0,0,0,0,1.0
12,171,0,0,0,0,0,0,1.0
12,172,0,0,0,0,0,0,1.0
12,173,-2,-2,0,-2,0,-2,0.6
12,174,0,0,0,0,0,0,1.0
12,175,0,0,0,0,0,0,1.0
12,176,0,0,0,0,0,0,1.0
12,177,-2,-2,-2,-2,-2,-2,1.0
12,178,0,0,0,0,0,0,1.0
12,179,0,0,0,0,0,0,1.0
12,180,0,0,0,-2,0,0,0.8
12,181,0,0,0,0,0,0,1.0
12,182,0,0,0,0,0,0,1.0
12,183,0,0,-2,-2,0,0,0.6
12,184,0,-2,-2,-2,-2,-2,0.8
12,185,0,0,0,0,0,0,1.0
12,186,0,0,0,0,0,0,1.0
12,187,0,0,0,0,0,0,1.0
12,188,0,0,0,0,0,0,1.0
12,189,0,0,0,0,0,0,1.0
12,190,0,0,0,0,0,0,1.0
12,191,0,0,0,0,0,0,1.0
12,192,0,0,0,0,0,0,1.0
12,193,0,0,0,0,0,0,1.0
12,194,0,0,0,0,0,0,1.0
12,195,0,0,0,0,0,0,1.0
12,196,0,0,0,0,0,0,1.0
12,197,-1,-1,-1,-2,-1,-1,0.8
12,198,0,0,0,0,0,0,1.0
12,199,0,0,0,0,0,0,1.0
12,200,0,0,0,0,0,0,1.0
12,201,0,0,0,0,0,0,1.0
12,202,0,0,0,0,0,0,1.0
12,203,0,0,0,0,0,0,1.0
12,204,0,0,0,0,0,0,1.0
12,205,0,-2,-2,-2,-2,-2,0.8
12,206,0,0,0,0,0,0,1.0
12,207,0,0,0,0,0,0,1.0
12,208,0,0,0,0,0,0,1.0
12,209,0,0,-2,0,0,0,0.8
12,210,0,0,0,0,0,0,1.0
12,211,-2,-2,-2,-2,-2,-2,1.0
12,212,0,0,0,0,0,0,1.0
12,213,0,0,0,0,0,0,1.0
12,214,0,0,0,0,0,0,1.0
12,215,0,0,0,0,0,0,1.0
12,216,-2,-2,-2,-2,-2,-2,1.0
12,217,0,0,0,0,0,0,1.0
12,218,0,0,0,0,0,0,1.0
12,219,-2,-2,-2,-2,-2,-2,1.0
12,220,0,0,0,0,-2,0,0.8
12,221,0,0,0,0,0,0,1.0
12,222,0,0,0,0,0,0,1.0
12,223,0,0,0,0,0,0,1.0
12,224,0,0,0,0,0,0,1.0
12,225,0,0,0,0,0,0,1.0
12,226,0,0,0,0,-2,0,0.8
12,227,0,0,0,0,0,0,1.0
12,228,0,0,-2,0,0,0,0.8
12,229,0,0,0,0,0,0,1.0
12,230,0,-2,-2,-2,-2,-2,0.8
12,231,0,0,0,0,0,0,1.0
12,232,0,0,0,0,0,0,1.0
12,233,0,0,0,0,0,0,1.0
12,234,0,0,0,0,0,0,1.0
12,235,0,0,0,0,0,0,1.0
12,236,0,0,-2,-2,-2,-2,0.6
12,237,0,0,0,0,0,0,1.0
12,238,0,0,0,0,0,0,1.0
12,239,0,0,0,0,0,0,1.0
12,240,0,0,0,0,0,0,1.0
