,id,level,display_name,works_count,llm_annotation,multiple_level_0_ancestors
409,C179254644,2,Moment (physics),62834,Physics,Physics
410,C44886760,2,Wave propagation,62386,Physics,Physics
411,C121854251,2,Elasticity (physics),62155,Physics,"Materials science,Physics"
412,C168651791,3,Permittivity,61728,Physics,"Engineering,Materials science,Physics"
413,C76563973,2,Laminar flow,59986,Physics,"Engineering,Physics"
414,C166689943,2,Interferometry,59213,Physics,Physics
415,C117137515,2,Quantum chromodynamics,58785,Physics,Physics
416,C69523127,2,Ground state,58326,Physics,Physics
417,C146088050,2,Transmission electron microscopy,58313,Physics,"Engineering,Materials science,Physics"
418,C188721877,2,Bar (unit),58141,Physics,"Geography,Geology,Physics"
419,C117896860,2,Acceleration,57742,Physics,Physics
420,C104663316,2,Visible spectrum,57252,Physics,"Materials science,Physics"
421,C130187892,2,Spacetime,56990,Physics,Physics
422,C78854221,3,Nonlinear optics,56390,Physics,"Engineering,Mathematics,Physics"
423,C108411613,3,Solar wind,56299,Physics,Physics
424,C32938098,4,Magnetic anisotropy,56242,Physics,Physics
425,C70477161,2,Shock wave,55906,Physics,"Engineering,Physics"
426,C107814960,2,Solid-state,55565,Physics,"Chemistry,Engineering,Physics"
427,C158973077,2,Radionuclide,54657,Physics,Physics
428,C178596936,3,Ultrashort pulse,54554,Physics,Physics
429,C110879396,2,Plasmon,54469,Physics,"Materials science,Physics"
430,C7602139,2,Quark,54335,Physics,Physics
431,C18231593,3,Ionizing radiation,54258,Physics,Physics
432,C52234038,2,Cross section (physics),54147,Physics,Physics
433,C196806460,2,Capillary action,53978,Physics,"Geography,Materials science,Physics"
434,C7910260,2,Gamma ray,53615,Physics,Physics
435,C147452769,2,General relativity,53515,Physics,"Mathematics,Physics"
436,C188414643,3,Harmonics,53507,Physics,"Engineering,Physics"
437,C1924353,3,Elastic scattering,52905,Physics,Physics
438,C116403925,2,Ionosphere,52730,Physics,"Geology,Physics"
439,C2776798109,2,Ultraviolet,52715,Physics,"Materials science,Physics"
440,C134514944,2,Wetting,52525,Physics,"Engineering,Materials science,Physics"
441,C520301825,2,Energy conservation,52144,Physics,"Biology,Engineering"
442,C2984729377,2,High pressure,52031,Physics,"Engineering,Physics"
443,C172100665,2,Thermal conduction,51962,Physics,"Materials science,Physics"
444,C12287442,3,Luminosity,51841,Physics,Physics
445,C125857072,3,Star formation,51695,Physics,"Computer science,Physics"
446,C121704057,2,Collision,51380,Physics,Computer science
447,C17729963,2,Exciton,51377,Physics,Physics
448,C106847996,3,Surface plasmon resonance,51166,Physics,"Engineering,Materials science,Physics"
449,C74902906,2,Radiative transfer,51122,Physics,Physics
450,C200006409,2,Meson,50711,Physics,Physics
451,C87210426,2,Bending,50597,Physics,"Engineering,Materials science,Physics"
452,C27251351,3,Neutron temperature,49517,Physics,Physics
453,C126530901,2,Coercivity,49457,Physics,"Chemistry,Physics"
454,C120398109,2,Quantum tunnelling,49351,Physics,"Materials science,Physics"
455,C157486923,2,String (physics),48979,Physics,"Mathematics,Physics"
456,C84655787,2,Compressibility,48861,Physics,"Engineering,Physics"
457,C130726490,2,Light curve,48827,Physics,Physics
458,C2780704645,2,Observer (physics),48799,Physics,Physics
459,C63648874,3,Curie temperature,48379,Physics,Physics
460,C26405456,2,Cosmology,48186,Physics,Physics
461,C48939323,2,Wake,48103,Physics,"Engineering,Physics"
462,C31532427,3,Magnetohydrodynamics,48037,Physics,Physics
463,C116515362,3,Tokamak,47812,Physics,Physics
464,C187961010,2,Electron paramagnetic resonance,47560,Physics,Physics
465,C97126364,2,Resonator,47319,Physics,"Engineering,Materials science,Physics"
466,C95312477,3,Cathode ray,47241,Physics,Physics
467,C207999682,3,Spintronics,47006,Physics,Physics
468,C58053490,3,Quantum computer,46563,Physics,Physics
469,C2780848835,2,Telescope,46454,Physics,Physics
470,C90278072,2,Fluid dynamics,46151,Physics,Physics
471,C15476950,3,Turbulence kinetic energy,45984,Physics,"Geography,Physics,Psychology"
472,C109613756,3,High-temperature superconductivity,45919,Physics,Physics
473,C184748400,2,Physics beyond the Standard Model,45555,Physics,Physics
474,C72293138,2,Temperature measurement,44658,Physics,Physics
475,C167735695,3,Femtosecond,44497,Physics,Physics
476,C206191943,2,Nuclear reaction,44449,Physics,Physics
477,C17163034,3,Fiber laser,43646,Physics,"Chemistry,Computer science,Engineering,Materials science,Physics"
478,C45206210,2,Nanoscopic scale,43644,Physics,"Materials science,Physics"
479,C121477167,3,Semiconductor laser theory,43611,Physics,"Engineering,Materials science,Physics"
480,C96402334,2,Space time,43465,Physics,"Chemistry,Engineering"
481,C124712363,2,Paramagnetism,42968,Physics,Physics
482,C22175881,3,Electron temperature,42746,Physics,"Chemistry,Physics"
483,C206094082,2,Pion,42576,Physics,Physics
484,C75302062,2,Photonic crystal,42556,Physics,"Materials science,Physics"
485,C120456961,3,Light scattering,42422,Physics,Physics
486,C172695262,2,Nucleon,41893,Physics,Physics
487,C58142911,2,Asteroid,41679,Physics,"Biology,Physics"
488,C19118579,2,Frequency domain,41220,Physics,"Computer science,Mathematics"
489,C125469278,2,Electronic band structure,40747,Physics,Physics
490,C8892853,2,Surface tension,40519,Physics,Physics
491,C539450922,2,Solar System,40221,Physics,"Biology,Physics"
492,C40637687,3,Lasing threshold,40065,Physics,"Materials science,Physics"
493,C50515024,3,X-ray crystallography,39854,Physics,Physics
494,C137693562,3,Thermal resistance,39691,Physics,"Geography,Physics"
495,C2777704519,2,MAGIC (telescope),39507,Physics,Physics
496,C79118098,2,Boson,39117,Physics,Physics
497,C173523689,2,Dipole,38906,Physics,"Chemistry,Physics"
498,C190330329,2,Gravitational wave,38658,Physics,Physics
499,C2985973956,2,High energy,38606,Physics,"Engineering,Physics"
500,C41008148,0,Computer science,23847008,Computer science,Computer science
501,C154945302,1,Artificial intelligence,2362936,Computer science,Computer science
502,C11413529,1,Algorithm,1419419,Computer science,"Computer science,Mathematics"
503,C136764020,1,World Wide Web,1341480,Computer science,Computer science
504,C98045186,2,Process (computing),1221346,Computer science,Computer science
505,C48103436,2,State (computer science),969984,Computer science,"Computer science,Mathematics"
506,C70721500,1,Computational biology,926306,Computer science,Biology
507,C31972630,1,Computer vision,704262,Computer science,Computer science
508,C49774154,1,Multimedia,551150,Computer science,Computer science
509,C119857082,1,Machine learning,532237,Computer science,Computer science
510,C2522767166,1,Data science,501315,Computer science,Computer science
511,C23123220,1,Information retrieval,499632,Computer science,Computer science
512,C2778572836,2,Space (punctuation),480887,Computer science,"Computer science,Philosophy"
513,C2777904410,2,Software,480844,Computer science,Computer science
514,C107457646,1,Human–computer interaction,456983,Computer science,Computer science
515,C2779843651,2,SIGNAL (programming language),439485,Computer science,Computer science
516,C99498987,3,Noise (video),438460,Computer science,"Computer science,Mathematics"
517,C31258907,1,Computer network,401650,Computer science,Computer science
518,C50644808,2,Artificial neural network,400061,Computer science,Computer science
519,C112972136,2,Stability (learning theory),373823,Computer science,"Computer science,Engineering,Mathematics"
520,C124101348,1,Data mining,363825,Computer science,Computer science
521,C120314980,1,Distributed computing,335783,Computer science,Computer science
522,C204321447,1,Natural language processing,332859,Computer science,Computer science
523,C110875604,2,The Internet,327641,Computer science,Computer science
524,C38652104,1,Computer security,321705,Computer science,Computer science
525,C77088390,1,Database,304083,Computer science,Computer science
526,C2781285689,2,Crystal (programming language),291537,Computer science,Computer science
527,C108583219,2,Deep learning,287719,Computer science,Computer science
528,C79403827,1,Real-time computing,281481,Computer science,Computer science
529,C9390403,1,Computer hardware,271804,Computer science,Computer science
530,C45235069,2,Table (database),254504,Computer science,Computer science
531,C199360897,1,Programming language,249983,Computer science,Computer science
532,C81917197,2,Selection (genetic algorithm),244986,Computer science,Computer science
533,C121684516,1,Computer graphics (images),238872,Computer science,Computer science
534,C111919701,1,Operating system,236492,Computer science,Computer science
535,C108827166,1,Internet privacy,233609,Computer science,Computer science
536,C28490314,1,Speech recognition,213681,Computer science,Computer science
537,C52622490,2,Feature extraction,204216,Computer science,Computer science
538,C180198813,2,Information system,180558,Computer science,"Engineering,Political science"
539,C2777855551,2,Subject (documents),178173,Computer science,Computer science
540,C80444323,1,Theoretical computer science,174770,Computer science,Computer science
541,C2780009758,2,Measure (data warehouse),172015,Computer science,Computer science
542,C2776412080,2,Schizophrenia (object-oriented programming),170627,Computer science,"Computer science,Medicine,Psychology"
543,C81363708,2,Convolutional neural network,169099,Computer science,Computer science
544,C2775841894,2,Sleep (system call),166522,Computer science,Computer science
545,C65682993,2,Reflection (computer programming),163294,Computer science,Computer science
546,C21959979,2,Web page,156410,Computer science,Computer science
547,C48677424,2,Mode (computer interface),152805,Computer science,Computer science
548,C2779182362,2,Session (web analytics),152305,Computer science,"Business,Computer science"
549,C133462117,2,Data collection,150023,Computer science,"Mathematics,Sociology"
550,C118643609,2,Web application,147631,Computer science,Computer science
551,C187691185,2,Grid,146550,Computer science,"Geography,Geology,Mathematics"
552,C12267149,2,Support vector machine,144541,Computer science,Computer science
553,C2780799671,2,Transient (computer programming),142236,Computer science,Computer science
554,C173608175,1,Parallel computing,141505,Computer science,Computer science
555,C79974875,2,Cloud computing,139805,Computer science,"Computer science,Political science"
556,C58166,2,Fuzzy logic,138883,Computer science,"Computer science,Philosophy"
557,C2776174256,2,BETA (programming language),132506,Computer science,Computer science
558,C513874922,3,Digital library,132489,Computer science,"Art,Philosophy"
559,C2777735758,2,Path (computing),126754,Computer science,Computer science
560,C500300565,2,Computer simulation,124525,Computer science,"Computer science,Engineering,Mathematics,Physics"
561,C75684735,2,Big data,124454,Computer science,Computer science
562,C108037233,3,Wireless network,122254,Computer science,"Computer science,Engineering"
563,C73555534,2,Cluster analysis,122236,Computer science,"Computer science,Mathematics"
564,C194969405,2,Virtual reality,119844,Computer science,Computer science
565,C45374587,2,Computation,116237,Computer science,"Computer science,Mathematics"
566,C81860439,2,Internet of Things,116022,Computer science,"Computer science,Engineering"
567,C95623464,2,Classifier (UML),114581,Computer science,Computer science
568,C2777777548,2,Mercury (programming language),113980,Computer science,Computer science
569,C177264268,2,Set (abstract data type),113024,Computer science,Computer science
570,C24590314,2,Wireless sensor network,111780,Computer science,Computer science
571,C2776257435,2,Bandwidth (computing),111658,Computer science,"Computer science,Engineering"
572,C56296756,3,Bit error rate,111438,Computer science,"Computer science,Engineering,Mathematics"
573,C58312451,2,Atom (system on chip),108268,Computer science,"Computer science,Engineering"
574,C9417928,3,Image processing,105106,Computer science,"Computer science,Mathematics"
575,C186967261,2,Mobile device,105077,Computer science,Computer science
576,C60644358,1,Bioinformatics,104732,Computer science,Biology
577,C529173508,3,Software development,101619,Computer science,Computer science
578,C203763787,2,Null (SQL),97981,Computer science,Computer science
579,C89600930,2,Segmentation,92338,Computer science,Computer science
580,C160633673,2,Pixel,91990,Computer science,"Computer science,Physics"
581,C118524514,1,Computer architecture,91294,Computer science,Computer science
582,C48372109,2,Binary number,89251,Computer science,Mathematics
583,C95713431,2,Vulnerability (computing),89064,Computer science,Computer science
584,C205372480,2,Image resolution,89039,Computer science,"Computer science,Physics"
585,C8880873,2,Genetic algorithm,89027,Computer science,"Biology,Computer science,Mathematics"
586,C44154836,1,Simulation,86506,Computer science,"Computer science,Engineering"
587,C149737253,4,Polymorphism (computer science),84965,Computer science,"Biology,Chemistry"
588,C55020928,3,Image quality,84903,Computer science,"Computer science,Mathematics"
589,C3020199158,2,High resolution,84434,Computer science,"Geography,Geology,History"
590,C36464697,2,Visualization,84344,Computer science,"Computer science,Engineering"
591,C148483581,2,Feature selection,84299,Computer science,Computer science
592,C2779884254,2,Rabbit (cipher),83138,Computer science,"Computer science,Mathematics"
593,C46762472,2,Peripheral,82391,Computer science,"Computer science,Medicine"
594,C56666940,2,Documentation,81991,Computer science,Computer science
595,C57273362,2,Decoding methods,80636,Computer science,"Computer science,Engineering,Mathematics"
596,C184337299,2,Semantics (computer science),80266,Computer science,Computer science
597,C48044578,2,Scalability,80156,Computer science,Computer science
598,C25343380,2,Relation (database),79305,Computer science,Computer science
599,C5119721,2,Quality of service,76700,Computer science,"Computer science,Engineering"
600,C89992363,2,Track (disk drive),73933,Computer science,"Computer science,Engineering"
601,C158379750,2,Network packet,73383,Computer science,Computer science
602,C43521106,2,Pipeline (software),71001,Computer science,"Computer science,Engineering"
603,C165005293,2,Chip,70245,Computer science,"Computer science,Engineering"
604,C55416958,3,Job shop scheduling,70181,Computer science,Computer science
605,C131017901,2,Logic gate,69090,Computer science,"Computer science,Engineering,Mathematics"
606,C85617194,2,Particle swarm optimization,68330,Computer science,"Computer science,Mathematics"
607,C141379421,2,Iterative reconstruction,67969,Computer science,"Computer science,Medicine"
608,C121050878,2,Cloning (programming),67809,Computer science,Computer science
609,C148730421,2,Encryption,64548,Computer science,Computer science
610,C16443162,2,Educational technology,64250,Computer science,"Mathematics,Political science,Psychology,Sociology"
611,C124504099,3,Image segmentation,64013,Computer science,"Computer science,Mathematics"
612,C121017731,2,Information technology,63850,Computer science,"Computer science,Political science"
613,C459310,1,Computational science,63431,Computer science,"Computer science,Mathematics"
614,C207512268,2,Traffic flow (computer networking),63289,Computer science,Computer science
615,C71472368,2,Text mining,63136,Computer science,Computer science
616,C2778012447,2,Scope (computer science),60870,Computer science,Computer science
617,C93518851,2,Metadata,58927,Computer science,Computer science
618,C137800194,3,Interpolation (computer graphics),58147,Computer science,"Art,Computer science,Engineering,Mathematics,Physics"
619,C57493831,2,Projection (relational algebra),58023,Computer science,Mathematics
620,C2780609101,2,Resource management (computing),57701,Computer science,Computer science
621,C178489894,2,Cryptography,56703,Computer science,"Computer science,Mathematics"
622,C191015642,2,Fragmentation (computing),56289,Computer science,"Biology,Computer science"
623,C147168706,3,Recurrent neural network,55611,Computer science,Computer science
624,C548217200,2,Java,55158,Computer science,Computer science
625,C557433098,2,Android (operating system),55060,Computer science,Computer science
626,C76178495,2,Asset (computer security),55008,Computer science,Computer science
627,C25344961,2,Virtual machine,54650,Computer science,Computer science
628,C149091818,3,Software system,54175,Computer science,Computer science
629,C104954878,3,Routing protocol,54098,Computer science,"Computer science,Engineering"
630,C66322947,3,Transformer,53573,Computer science,"Engineering,Physics"
631,C2984567223,3,E learning,53201,Computer science,"Computer science,Economics,Engineering,Mathematics,Political science,Psychology,Sociology"
632,C189430467,2,Ranking (information retrieval),52627,Computer science,Computer science
633,C2776151529,3,Object detection,51658,Computer science,Computer science
634,C161921814,2,SMA*,51314,Computer science,"Computer science,Mathematics"
635,C90559484,2,Expression (computer science),50871,Computer science,Computer science
636,C67363961,2,Information and Communications Technology,50546,Computer science,"Computer science,Political science"
637,C2779374083,2,CHAOS (operating system),50047,Computer science,Computer science
638,C2776175482,2,Transfer (computing),49801,Computer science,Computer science
639,C48002344,2,Verification and validation,49209,Computer science,"Economics,Engineering,Mathematics"
640,C77967617,2,Active learning (machine learning),47842,Computer science,"Computer science,Mathematics"
641,C2780365114,2,MATLAB,47744,Computer science,"Computer science,Engineering,Mathematics"
642,C107327155,2,Decision support system,47141,Computer science,Computer science
643,C2986087404,2,Online learning,46769,Computer science,Computer science
644,C131979681,2,Point cloud,45088,Computer science,"Computer science,Engineering"
645,C45393284,3,Conventional PCI,44395,Computer science,"Medicine,Psychology"
646,C2777027219,2,Constant (computer programming),43918,Computer science,Computer science
647,C126042441,2,Frame (networking),43444,Computer science,"Computer science,Engineering"
648,C31510193,3,Facial recognition system,43389,Computer science,"Computer science,Mathematics"
649,C107568181,3,Dynamic priority scheduling,43259,Computer science,Computer science
650,C150594956,2,Wearable computer,42938,Computer science,"Computer science,Engineering"
651,C153715457,2,Augmented reality,42906,Computer science,Computer science
652,C2780902518,3,Inheritance (genetic algorithm),42664,Computer science,"Biology,Chemistry"
653,C123201435,2,Information privacy,42600,Computer science,"Computer science,Political science"
654,C93996380,2,Server,42010,Computer science,Computer science
655,C199845137,2,Network topology,41976,Computer science,Computer science
656,C2781039887,2,Factor (programming language),41347,Computer science,Computer science
657,C170130773,2,Usability,41272,Computer science,Computer science
658,C35578498,2,Web service,40912,Computer science,Computer science
659,C41608201,2,Embedding,40285,Computer science,"Computer science,Mathematics"
660,C109718341,2,Metaheuristic,39578,Computer science,"Computer science,Mathematics"
661,C78548338,2,Data compression,39451,Computer science,"Computer science,Mathematics"
662,C557945733,2,Data transmission,39171,Computer science,"Computer science,Engineering"
663,C2775905019,3,In silico,39071,Computer science,"Biology,Chemistry"
664,C41550386,2,Multi-agent system,38869,Computer science,Computer science
665,C2776436953,2,Consistency (knowledge bases),38354,Computer science,"Computer science,Mathematics"
666,C81074085,3,Motion planning,38350,Computer science,"Computer science,Mathematics"
667,C82876162,2,Latency (audio),38297,Computer science,"Computer science,Engineering"
668,C509933004,2,Broadband,38255,Computer science,"Computer science,Engineering,Physics,Political science"
669,C110157686,2,Broadcasting (networking),38172,Computer science,Computer science
670,C172367668,3,Data visualization,38111,Computer science,"Computer science,Engineering"
671,C2781018962,2,Container (type theory),38042,Computer science,"Engineering,Materials science,Mathematics"
672,C97541855,2,Reinforcement learning,37791,Computer science,Computer science
673,C557471498,2,Recommender system,37695,Computer science,Computer science
674,C138827492,2,Data processing,37688,Computer science,Computer science
675,C2779426996,2,Echo (communications protocol),37097,Computer science,Computer science
676,C97137487,2,Integer (computer science),36765,Computer science,Computer science
677,C89305328,4,Link-state routing protocol,36734,Computer science,"Computer science,Engineering"
678,C2780440489,2,Data-driven,35782,Computer science,Computer science
679,C41971633,4,Key distribution in wireless sensor networks,35780,Computer science,"Computer science,Engineering"
680,C187191949,2,Profiling (computer programming),35246,Computer science,Computer science
681,C44255700,3,Hardening (computing),35222,Computer science,"Chemistry,Materials science"
682,C33566652,2,Theme (computing),35218,Computer science,Computer science
683,C159149176,2,Evolutionary algorithm,35011,Computer science,"Computer science,Mathematics"
684,C192448918,4,Vehicular ad hoc network,33877,Computer science,"Computer science,Engineering"
685,C139002025,2,Lift (data mining),33843,Computer science,Computer science
686,C178635117,2,RADIUS,33743,Computer science,Computer science
687,C184297639,2,Biometrics,33575,Computer science,Computer science
688,C60048249,2,Syntax,33554,Computer science,"Computer science,Philosophy"
689,C63540848,2,Fault tolerance,32988,Computer science,"Computer science,Engineering"
690,C118505674,2,Encoder,32832,Computer science,"Computer science,Mathematics"
691,C89505385,2,User interface,32762,Computer science,Computer science
692,C186846655,4,Software construction,32459,Computer science,Computer science
693,C2776545253,2,Folding (DSP implementation),32311,Computer science,Engineering
694,C169093310,2,Personally identifiable information,32267,Computer science,"Computer science,Political science"
695,C79158427,2,Analytics,32089,Computer science,Computer science
696,C45804977,2,Predictive modelling,31979,Computer science,"Computer science,Mathematics"
697,C201025465,2,User experience design,31739,Computer science,"Computer science,Engineering"
698,C2993458768,2,Special section,31346,Computer science,"Engineering,Mathematics,Physics"
699,C167343916,2,Modeling and simulation,30929,Computer science,"Computer science,Engineering"
700,C169258074,2,Random forest,30842,Computer science,Computer science
701,C21442007,2,Graphics,30580,Computer science,"Art,Computer science"
702,C120373497,2,Parallel algorithm,30532,Computer science,"Computer science,Mathematics"
703,C83867959,3,Scopus,30502,Computer science,"Biology,Chemistry,Political science"
704,C5339829,2,Machine vision,30329,Computer science,Computer science
705,C43126263,2,Source code,30135,Computer science,Computer science
706,C78336883,2,Aperture (computer memory),30091,Computer science,"Engineering,Physics"
707,C82990744,2,RGB color model,30054,Computer science,Computer science
708,C64073096,3,Interactive visualization,30010,Computer science,"Computer science,Engineering"
709,C2780069185,2,Equivalence (formal languages),29878,Computer science,"Mathematics,Philosophy"
710,C79373723,3,Web development,29843,Computer science,Computer science
711,C2778751112,2,Window (computing),29752,Computer science,Computer science
712,C2776321320,2,Annotation,29292,Computer science,"Biology,Computer science"
713,C70518039,2,Dimensionality reduction,29171,Computer science,Computer science
714,C2777683733,2,Directory,29169,Computer science,Computer science
715,C174348530,2,Bridging (networking),28779,Computer science,Computer science
716,C9893847,2,Reproducibility,28761,Computer science,"Chemistry,Mathematics,Philosophy"
717,C68476402,2,Table of contents,28652,Computer science,Computer science
718,C61039578,3,Dirac (video compression format),28637,Computer science,Physics
719,C2988145974,2,Mobile apps,28570,Computer science,Computer science
720,C197781089,2,Rust (programming language),28441,Computer science,Computer science
721,C31266012,3,Linkage (software),28426,Computer science,"Biology,Chemistry"
722,C75294576,3,Contextual image classification,28275,Computer science,"Computer science,Mathematics"
723,C2777826928,2,Fingerprint (computing),28264,Computer science,Computer science
724,C60952562,3,Mobile technology,28008,Computer science,"Computer science,Engineering"
725,C2779955035,2,Advice (programming),27987,Computer science,Computer science
726,C130318100,2,Semantic similarity,27977,Computer science,Computer science
727,C117011727,2,Bit (key),27976,Computer science,Computer science
728,C94523657,3,Wireless ad hoc network,27954,Computer science,"Computer science,Engineering"
729,C173163844,2,Multispectral image,27939,Computer science,"Computer science,Geography,Geology"
730,C29470771,4,Neuro-fuzzy,27939,Computer science,"Computer science,Engineering,Mathematics,Philosophy"
731,C9659607,4,Dynamic Source Routing,27927,Computer science,"Computer science,Engineering"
732,C17212007,3,Fuzzy clustering,27619,Computer science,"Computer science,Mathematics,Philosophy"
733,C311688,2,Time complexity,27606,Computer science,"Computer science,Mathematics"
734,C144543869,2,Mobile computing,27442,Computer science,"Computer science,Engineering"
735,C91280400,3,Mobile ad hoc network,27252,Computer science,"Computer science,Engineering"
736,C145642194,3,Health informatics,27247,Computer science,"Economics,Medicine,Political science"
737,C105339364,2,Software deployment,27218,Computer science,"Computer science,Engineering"
738,C185765463,2,Enterprise software,27203,Computer science,"Business,Computer science,Engineering"
739,C58396970,2,Cracking,27180,Computer science,"Chemistry,Materials science"
740,C77660652,2,Computer graphics,27144,Computer science,Computer science
741,C17632256,2,Digital media,26996,Computer science,"Computer science,Political science"
742,C122592724,3,Dynamic Monte Carlo method,26789,Computer science,Mathematics
743,C118530786,2,Instrumentation (computer programming),26530,Computer science,Computer science
744,C40149104,2,Factory (object-oriented programming),26257,Computer science,Computer science
745,C516764902,4,Mobile Web,26174,Computer science,"Computer science,Engineering"
746,C2781215313,2,SPARK (programming language),26079,Computer science,Computer science
747,C45347329,3,Convolution (computer science),25955,Computer science,Computer science
748,C30014739,2,Cone (formal languages),25936,Computer science,"Computer science,Mathematics"
749,C27295321,2,Enterprise information system,25814,Computer science,"Business,Computer science,Engineering"
750,C42360764,1,Chemical engineering,2490667,Engineering,Engineering
751,C127413603,0,Engineering,1816582,Engineering,Engineering
752,C49040817,1,Optoelectronics,1531139,Engineering,"Materials science,Physics"
753,C186370098,2,Energy (signal processing),659030,Engineering,"Mathematics,Physics"
754,C191897082,1,Metallurgy,618547,Engineering,Materials science
755,C55587333,1,Engineering ethics,596851,Engineering,Engineering
756,C171146098,1,Automotive engineering,559419,Engineering,Engineering
757,C528095902,1,Pulp and paper industry,518327,Engineering,Engineering
758,C66938386,1,Structural engineering,499895,Engineering,Engineering
759,C24326235,1,Electronic engineering,478499,Engineering,Engineering
760,C135628077,2,Finite element method,477437,Engineering,"Engineering,Mathematics,Physics"
761,C203479927,2,Controller (irrigation),459341,Engineering,"Biology,Geology"
762,C110354214,1,Engineering management,444210,Engineering,Engineering
763,C119599485,1,Electrical engineering,441392,Engineering,Engineering
764,C134121241,2,Yield (engineering),428994,Engineering,"Materials science,Physics"
765,C78519656,1,Mechanical engineering,398974,Engineering,Engineering
766,C555944384,2,Wireless,389265,Engineering,"Computer science,Engineering"
767,C17500928,2,Control system,384597,Engineering,"Engineering,Mathematics"
768,C43214815,3,Reliability (semiconductor),380283,Engineering,"Engineering,Physics"
769,C127162648,2,Channel (broadcasting),359137,Engineering,"Computer science,Engineering"
770,C2780645631,2,Stroke (engine),347272,Engineering,"Engineering,Physics"
771,C761482,2,Transmission (telecommunications),344375,Engineering,"Computer science,Engineering"
772,C21880701,1,Process engineering,342689,Engineering,Engineering
773,C187320778,1,Geotechnical engineering,339119,Engineering,"Engineering,Geology"
774,C136229726,1,Biomedical engineering,336140,Engineering,"Engineering,Medicine"
775,C115903868,1,Software engineering,329571,Engineering,"Computer science,Engineering"
776,C117671659,1,Manufacturing engineering,317612,Engineering,Engineering
777,C178802073,1,Aeronautics,305342,Engineering,Engineering
778,C89227174,3,Electric power system,304850,Engineering,Physics
779,C22212356,1,Transport engineering,292129,Engineering,Engineering
780,C184720557,2,Topology (electrical circuits),290652,Engineering,"Engineering,Mathematics"
781,C136525101,3,Fabrication,287674,Engineering,Medicine
782,C17525397,2,Electrode,286313,Engineering,"Chemistry,Physics"
783,C42704618,2,Spin (aerodynamics),275094,Engineering,"Engineering,Physics"
784,C164866538,2,Cluster (spacecraft),270183,Engineering,Computer science
785,C116915560,1,Nuclear engineering,255382,Engineering,Engineering
786,C18555067,2,Joint (building),250577,Engineering,Engineering
787,C200601418,1,Reliability engineering,239637,Engineering,Engineering
788,C133731056,1,Control engineering,230612,Engineering,Engineering
789,C106131492,2,Filter (signal processing),229939,Engineering,"Computer science,Engineering"
790,C26517878,2,Key (lock),229019,Engineering,"Biology,Computer science"
791,C61696701,1,Engineering physics,218554,Engineering,"Engineering,Physics"
792,C149635348,1,Embedded system,213864,Engineering,"Computer science,Engineering"
793,C131584629,2,Coupling (piping),212674,Engineering,"Engineering,Materials science"
794,C90509273,2,Robot,211527,Engineering,Computer science
795,C112930515,1,Risk analysis (engineering),208271,Engineering,"Business,Medicine"
796,C168834538,2,Beam (structure),205254,Engineering,"Engineering,Physics"
797,C204036174,2,Stock (firearms),204908,Engineering,"Engineering,Geography,History,Materials science"
798,C2779679103,2,Degradation (telecommunications),203810,Engineering,"Computer science,Engineering"
799,C170154142,1,Architectural engineering,199333,Engineering,Engineering
800,C19269812,2,Satellite,198351,Engineering,"Engineering,Physics"
801,C78762247,1,Petroleum engineering,198104,Engineering,"Engineering,Geology"
802,C201995342,1,Systems engineering,196535,Engineering,Engineering
803,C2779227376,2,Layer (electronics),192926,Engineering,"Chemistry,Materials science"
804,C41291067,2,Photovoltaic system,186586,Engineering,"Biology,Engineering"
805,C76155785,1,Telecommunications,186463,Engineering,"Computer science,Engineering"
806,C165838908,2,Calibration,184440,Engineering,"Mathematics,Physics"
807,C199104240,1,Marine engineering,183990,Engineering,Engineering
808,C123657996,2,Architecture,177202,Engineering,"Art,Geography,History"
809,C42475967,1,Operations research,174269,Engineering,"Engineering,Mathematics"
810,C87717796,1,Environmental engineering,173216,Engineering,"Engineering,Environmental science"
811,C26771246,2,Scanning electron microscope,170286,Engineering,"Materials science,Physics"
812,C77595967,1,Forensic engineering,168037,Engineering,Engineering
813,C204323151,2,Range (aeronautics),167371,Engineering,"Engineering,Materials science"
814,C146978453,1,Aerospace engineering,164278,Engineering,Engineering
815,C206729178,2,Scheduling (production processes),163480,Engineering,"Economics,Engineering,Mathematics"
816,C166735990,3,Human factors and ergonomics,155410,Engineering,Medicine
817,C199639397,1,Engineering drawing,153770,Engineering,Engineering
818,C140779682,3,Sampling (signal processing),150601,Engineering,"Computer science,Engineering"
819,C2778712887,2,Spring (device),149874,Engineering,"Engineering,Physics"
820,C200457457,2,Ventilation (architecture),147750,Engineering,"Engineering,Geography,Physics"
821,C1633027,2,Computational fluid dynamics,145065,Engineering,"Engineering,Physics"
822,C194232370,2,Optical fiber,144472,Engineering,"Computer science,Engineering,Physics"
823,C16674752,1,Mining engineering,142736,Engineering,"Engineering,Geology"
824,C32022120,3,Interference (communication),138367,Engineering,"Computer science,Engineering"
825,C172385210,3,Transistor,134057,Engineering,"Engineering,Physics"
826,C57442070,2,Sewage treatment,132028,Engineering,"Engineering,Environmental science"
827,C21822782,2,Antenna (radio),128512,Engineering,"Computer science,Engineering"
828,C2164484,2,Core (optical fiber),128431,Engineering,"Computer science,Engineering,Materials science,Physics"
829,C134146338,2,Electronic circuit,126585,Engineering,"Engineering,Physics"
